obligacion;valor pago;fecha;cod
1023464135;$ 77.987.323;21/10/2020;recaudo
1023464136;$ 82.907.260;22/10/2020;recaudo
1023464137;$ 23.612.060;23/10/2020;recaudo
1023464138;$ 56.750.943;24/10/2020;recaudo
1023464139;$ 30.515.484;25/10/2020;recaudo
1023464140;$ 12.745.826;26/10/2020;recaudo
1023464141;$ 75.408.925;27/10/2020;recaudo
1023464142;$ 67.410.401;28/10/2020;recaudo
1023464143;$ 86.135.021;29/10/2020;recaudo
1023464144;$ 86.845.587;1/10/2020;recaudo
1023464145;$ 24.050.444;2/10/2020;recaudo
1023464146;$ 2.057.562;3/10/2020;recaudo
1023464147;$ 38.932.568;4/10/2020;recaudo
1023464148;$ 51.780.914;5/10/2020;recaudo
1023464149;$ 90.036.389;6/10/2020;recaudo
1023464150;$ 34.097.074;7/10/2020;recaudo
1023464151;$ 8.859.539;8/10/2020;recaudo
1023464152;$ 16.898.350;9/10/2020;recaudo
1023464153;$ 20.843.161;10/10/2020;recaudo
1023464154;$ 88.044.372;11/10/2020;recaudo
1023464155;$ 54.252.678;12/10/2020;recaudo
1023464156;$ 60.233.324;13/10/2020;recaudo
1023464157;$ 53.554.928;14/10/2020;recaudo
1023464158;$ 31.738.598;15/10/2020;recaudo
1023464159;$ 24.710.336;16/10/2020;recaudo
1023464160;$ 93.120.356;17/10/2020;recaudo
1023464161;$ 7.031.022;18/10/2020;recaudo
1023464162;$ 16.023.053;19/10/2020;recaudo
1023464163;$ 40.650.847;20/10/2020;recaudo
1023464164;$ 91.152.107;21/10/2020;recaudo
1023464165;$ 22.629.204;22/10/2020;recaudo
1023464166;$ 3.899.046;23/10/2020;recaudo
1023464167;$ 16.917.186;24/10/2020;recaudo
1023464168;$ 33.232.903;25/10/2020;recaudo
1023464169;$ 74.053.309;26/10/2020;recaudo
1023464170;$ 68.874;27/10/2020;recaudo
1023464171;$ 89.175.555;28/10/2020;recaudo
1023464172;$ 85.383.463;29/10/2020;recaudo
1023464173;$ 7.292.256;1/10/2020;recaudo
1023464174;$ 99.544.094;2/10/2020;recaudo
1023464175;$ 87.179.861;3/10/2020;recaudo
1023464176;$ 50.630.479;4/10/2020;recaudo
1023464177;$ 56.788.380;5/10/2020;recaudo
1023464178;$ 3.018.341;6/10/2020;recaudo
1023464179;$ 76.153.562;7/10/2020;recaudo
1023464180;$ 65.024.583;8/10/2020;recaudo
1023464181;$ 50.605.666;9/10/2020;recaudo
1023464182;$ 48.777.259;10/10/2020;recaudo
1023464183;$ 30.313.645;11/10/2020;recaudo
1023464184;$ 75.307.121;12/10/2020;recaudo
1023464185;$ 41.182.239;13/10/2020;recaudo
1023464186;$ 32.006.837;14/10/2020;recaudo
1023464187;$ 79.839.784;15/10/2020;recaudo
1023464188;$ 60.566.173;16/10/2020;recaudo
1023464189;$ 78.037.405;17/10/2020;recaudo
1023464190;$ 48.109.372;18/10/2020;recaudo
1023464191;$ 91.142.846;19/10/2020;recaudo
1023464192;$ 96.900.065;20/10/2020;recaudo
1023464193;$ 93.462.189;21/10/2020;recaudo
1023464194;$ 94.124.263;22/10/2020;recaudo
1023464195;$ 13.719.586;23/10/2020;recaudo
1023464196;$ 82.869.212;1/10/2020;recaudo
1023464197;$ 29.053.268;2/10/2020;recaudo
1023464198;$ 75.796.230;3/10/2020;recaudo
1023464199;$ 64.773.224;4/10/2020;recaudo
1023464200;$ 51.188.303;5/10/2020;recaudo
1023464201;$ 52.584.678;6/10/2020;recaudo
1023464202;$ 72.166.770;7/10/2020;recaudo
1023464203;$ 44.545.765;8/10/2020;recaudo
1023464204;$ 94.021.519;9/10/2020;recaudo
1023464205;$ 44.892.704;10/10/2020;recaudo
1023464206;$ 10.421.862;11/10/2020;recaudo
1023464207;$ 40.118.579;12/10/2020;recaudo
1023464208;$ 51.151.863;13/10/2020;recaudo
1023464209;$ 52.086.825;14/10/2020;recaudo
1023464210;$ 51.197.064;15/10/2020;recaudo
1023464211;$ 92.070.660;16/10/2020;recaudo
1023464212;$ 48.047.754;17/10/2020;recaudo
1023464213;$ 83.184.715;18/10/2020;recaudo
1023464214;$ 90.433.911;19/10/2020;recaudo
1023464215;$ 8.620.702;20/10/2020;recaudo
1023464216;$ 80.958.460;21/10/2020;recaudo
1023464217;$ 63.758.381;22/10/2020;recaudo
1023464218;$ 39.963.078;1/10/2020;recaudo
1023464219;$ 17.937.621;2/10/2020;recaudo
1023464220;$ 38.917.446;3/10/2020;recaudo
1023464221;$ 73.166.997;4/10/2020;recaudo
1023464222;$ 41.344.663;5/10/2020;recaudo
1023464223;$ 82.164.558;6/10/2020;recaudo
1023464224;-$ 128.906;7/10/2020;recaudo
1023464225;$ 47.767.126;8/10/2020;recaudo
1023464226;$ 35.093.914;9/10/2020;recaudo
1023464227;$ 92.153.409;10/10/2020;recaudo
1023464228;$ 48.666.061;11/10/2020;recaudo
1023464229;$ 6.264.148;12/10/2020;recaudo
1023464230;$ 24.835.748;13/10/2020;recaudo
1023464231;$ 37.295.372;14/10/2020;recaudo
1023464232;$ 98.329.853;15/10/2020;recaudo
1023464233;$ 13.429.356;16/10/2020;recaudo
1023464234;$ 3.322.925;17/10/2020;recaudo
1023464235;$ 46.111.027;18/10/2020;recaudo
1023464236;$ 28.482.334;19/10/2020;recaudo
1023464237;$ 20.885.440;20/10/2020;recaudo
1023464238;$ 15.442.500;21/10/2020;recaudo
1023464239;$ 30.486.656;22/10/2020;recaudo
1023464240;$ 98.371.460;1/10/2020;recaudo
1023464241;$ 44.229.961;2/10/2020;recaudo
1023464242;$ 12.300.052;3/10/2020;recaudo
1023464243;$ 82.070.341;4/10/2020;recaudo
1023464244;$ 75.006.962;5/10/2020;recaudo
1023464245;$ 68.997.106;6/10/2020;recaudo
1023464246;$ 75.408.384;7/10/2020;recaudo
1023464247;$ 84.847.113;8/10/2020;recaudo
1023464248;$ 16.116.747;9/10/2020;recaudo
1023464249;$ 24.973.879;10/10/2020;recaudo
1023464250;$ 2.037.472;11/10/2020;recaudo
1023464251;$ 75.104.931;12/10/2020;recaudo
1023464252;$ 71.746.259;13/10/2020;recaudo
1023464253;$ 83.721.846;14/10/2020;recaudo
1023464254;$ 17.207.648;15/10/2020;recaudo
1023464255;$ 82.033.923;16/10/2020;recaudo
1023464256;$ 1.538.264;17/10/2020;recaudo
1023464257;$ 943.822;18/10/2020;recaudo
1023464258;$ 14.236.787;19/10/2020;recaudo
1023464259;$ 37.819.900;20/10/2020;recaudo
1023464260;$ 21.656.679;21/10/2020;recaudo
1023464261;$ 85.051.971;22/10/2020;recaudo
1023464262;$ 70.595.356;1/10/2020;recaudo
1023464263;$ 64.998.080;2/10/2020;recaudo
1023464264;$ 1.511.545;3/10/2020;recaudo
1023464265;$ 96.731.423;4/10/2020;recaudo
1023464266;$ 94.464.842;5/10/2020;recaudo
1023464267;$ 77.663.787;6/10/2020;recaudo
1023464268;$ 40.121.263;7/10/2020;recaudo
1023464269;$ 3.138.630;8/10/2020;recaudo
1023464270;$ 54.101.512;9/10/2020;recaudo
1023464271;$ 17.929.318;10/10/2020;recaudo
1023464272;$ 57.965.294;11/10/2020;recaudo
1023464273;$ 28.714.105;12/10/2020;recaudo
1023464274;$ 76.351.070;13/10/2020;recaudo
1023464275;$ 40.816.389;14/10/2020;recaudo
1023464276;$ 33.695.307;15/10/2020;recaudo
1023464277;$ 39.021.566;16/10/2020;recaudo
1023464278;$ 41.748.871;17/10/2020;recaudo
1023464279;$ 12.644.782;18/10/2020;recaudo
1023464280;$ 23.392.643;19/10/2020;recaudo
1023464281;$ 55.907.589;20/10/2020;recaudo
1023464282;$ 27.802.523;21/10/2020;recaudo
1023464283;$ 63.403.657;22/10/2020;recaudo
1023464284;$ 35.362.465;23/10/2020;recaudo
1023464285;$ 401.030;24/10/2020;recaudo
1023464286;$ 83.242.214;25/10/2020;recaudo
1023464287;$ 82.483.241;26/10/2020;recaudo
1023464288;$ 20.662.692;27/10/2020;recaudo
1023464289;$ 91.494.040;28/10/2020;recaudo
1023464290;$ 51.971.967;29/10/2020;recaudo
1023464291;$ 6.844.147;1/10/2020;recaudo
1023464292;$ 42.209.404;2/10/2020;recaudo
1023464293;$ 51.067.353;3/10/2020;recaudo
1023464294;$ 14.465.484;4/10/2020;recaudo
1023464295;$ 51.019.804;5/10/2020;recaudo
1023464296;$ 92.190.221;6/10/2020;recaudo
1023464297;$ 93.651.702;7/10/2020;recaudo
1023464298;$ 78.701.100;8/10/2020;recaudo
1023464299;$ 17.448.485;9/10/2020;recaudo
1023464300;$ 41.037.221;10/10/2020;recaudo
1023464301;$ 35.758.798;11/10/2020;recaudo
1023464302;$ 49.844.517;12/10/2020;recaudo
1023464303;$ 42.913.301;13/10/2020;recaudo
1023464304;$ 90.450.151;14/10/2020;recaudo
1023464305;$ 79.658.566;15/10/2020;recaudo
1023464306;$ 4.647.968;16/10/2020;recaudo
1023464307;$ 58.774.303;17/10/2020;recaudo
1023464308;$ 83.579.111;18/10/2020;recaudo
1023464309;$ 76.172.582;19/10/2020;recaudo
1023464310;$ 27.520.995;20/10/2020;recaudo
1023464311;$ 61.713.950;21/10/2020;recaudo
1023464312;$ 41.165.429;22/10/2020;recaudo
1023464313;$ 83.069.265;23/10/2020;recaudo
1023464314;$ 81.633.391;24/10/2020;recaudo
1023464315;$ 42.682.959;25/10/2020;recaudo
1023464316;$ 58.868.655;26/10/2020;recaudo
1023464317;$ 15.183.310;27/10/2020;recaudo
1023464318;$ 56.428.790;28/10/2020;recaudo
1023464319;$ 98.768.234;29/10/2020;recaudo
1023464320;$ 63.475.777;1/10/2020;recaudo
1023464321;$ 35.830.370;2/10/2020;recaudo
1023464322;$ 29.603.248;3/10/2020;recaudo
1023464323;$ 65.803.547;4/10/2020;recaudo
1023464324;$ 76.679.144;5/10/2020;recaudo
1023464325;$ 52.790.309;6/10/2020;recaudo
1023464326;$ 8.711.675;7/10/2020;recaudo
1023464327;$ 25.772.085;8/10/2020;recaudo
1023464328;$ 94.122.077;9/10/2020;recaudo
1023464329;$ 29.660.746;10/10/2020;recaudo
1023464330;$ 91.099.331;11/10/2020;recaudo
1023464331;$ 33.548.128;12/10/2020;recaudo
1023464332;$ 97.943.479;13/10/2020;recaudo
1023464333;$ 27.393.296;14/10/2020;recaudo
1023464334;$ 80.683.191;15/10/2020;recaudo
1023464335;$ 8.122.640;16/10/2020;recaudo
1023464336;$ 76.802.555;17/10/2020;recaudo
1023464337;$ 10.627.252;18/10/2020;recaudo
1023464338;$ 88.927.231;19/10/2020;recaudo
1023464339;$ 68.881.124;20/10/2020;recaudo
1023464340;$ 61.980.576;21/10/2020;recaudo
1023464341;$ 92.058.780;22/10/2020;recaudo
1023464342;$ 28.638.225;23/10/2020;recaudo
1023464343;$ 7.149.968;24/10/2020;recaudo
1023464344;$ 94.536.714;25/10/2020;recaudo
1023464345;$ 9.175.325;26/10/2020;recaudo
1023464346;$ 76.375.857;27/10/2020;recaudo
1023464347;$ 38.908.471;28/10/2020;recaudo
1023464348;$ 58.822.166;29/10/2020;recaudo
1023464349;$ 6.475.653;1/10/2020;recaudo
1023464350;$ 37.314.466;2/10/2020;recaudo
1023464351;$ 20.097.647;3/10/2020;recaudo
1023464352;$ 7.600.411;4/10/2020;recaudo
1023464353;$ 84.703.756;5/10/2020;recaudo
1023464354;$ 30.504.659;6/10/2020;recaudo
1023464355;$ 4.558.424;7/10/2020;recaudo
1023464356;$ 39.532.263;8/10/2020;recaudo
1023464357;$ 5.985.336;9/10/2020;recaudo
1023464358;$ 93.818.093;10/10/2020;recaudo
1023464359;$ 42.088.021;11/10/2020;recaudo
1023464360;$ 51.272.530;12/10/2020;recaudo
1023464361;$ 32.297.412;13/10/2020;recaudo
1023464362;$ 14.112.245;14/10/2020;recaudo
1023464363;$ 4.521.992;15/10/2020;recaudo
1023464364;$ 93.321.158;16/10/2020;recaudo
1023464365;$ 50.447.605;17/10/2020;recaudo
1023464366;$ 23.660.889;18/10/2020;recaudo
1023464367;$ 34.625.076;19/10/2020;recaudo
1023464368;$ 6.401.097;20/10/2020;recaudo
1023464369;$ 62.280.301;21/10/2020;recaudo
1023464370;$ 98.904.921;22/10/2020;recaudo
1023464371;$ 58.860.946;23/10/2020;recaudo
1023464372;$ 52.871.891;1/10/2020;recaudo
1023464373;$ 40.734.943;2/10/2020;recaudo
1023464374;$ 23.334.174;3/10/2020;recaudo
1023464375;$ 63.345.579;4/10/2020;recaudo
1023464376;$ 51.955.066;5/10/2020;recaudo
1023464377;$ 54.484.685;6/10/2020;recaudo
1023464378;$ 12.626.368;7/10/2020;recaudo
1023464379;$ 73.468.939;8/10/2020;recaudo
1023464380;$ 62.597.070;9/10/2020;recaudo
1023464381;$ 86.277.940;10/10/2020;recaudo
1023464382;$ 96.927.342;11/10/2020;recaudo
1023464383;$ 15.649.070;12/10/2020;recaudo
1023464384;$ 97.627.755;13/10/2020;recaudo
1023464385;$ 56.121.433;14/10/2020;recaudo
1023464386;$ 75.623.217;15/10/2020;recaudo
1023464387;$ 13.662.480;16/10/2020;recaudo
1023464388;$ 23.576.652;17/10/2020;recaudo
1023464389;$ 40.103.147;18/10/2020;recaudo
1023464390;$ 72.939.453;19/10/2020;recaudo
1023464391;$ 92.212.704;20/10/2020;recaudo
1023464392;$ 25.148.272;21/10/2020;recaudo
1023464393;$ 42.911.697;22/10/2020;recaudo
1023464394;$ 61.570.121;1/10/2020;recaudo
1023464395;$ 29.775.711;2/10/2020;recaudo
1023464396;$ 40.559.527;3/10/2020;recaudo
1023464397;$ 8.854.986;4/10/2020;recaudo
1023464398;$ 68.617.997;5/10/2020;recaudo
1023464399;$ 32.942.377;6/10/2020;recaudo
1023464400;$ 83.921.274;7/10/2020;recaudo
1023464401;$ 72.053.168;8/10/2020;recaudo
1023464402;$ 8.369.075;9/10/2020;recaudo
1023464403;$ 88.949.975;10/10/2020;recaudo
1023464404;$ 54.083.555;11/10/2020;recaudo
1023464405;$ 59.094.823;12/10/2020;recaudo
1023464406;$ 9.486.017;13/10/2020;recaudo
1023464407;$ 63.569.196;14/10/2020;recaudo
1023464408;$ 32.969.088;15/10/2020;recaudo
1023464409;$ 32.469.931;16/10/2020;recaudo
1023464410;$ 39.110.077;17/10/2020;recaudo
1023464411;$ 94.804.726;18/10/2020;recaudo
1023464412;$ 16.071.337;19/10/2020;recaudo
1023464413;$ 55.359.845;20/10/2020;recaudo
1023464414;$ 11.302.949;21/10/2020;recaudo
1023464415;$ 98.165.209;22/10/2020;recaudo
1023464416;$ 99.600.049;1/10/2020;recaudo
1023464417;$ 33.744.430;2/10/2020;recaudo
1023464418;$ 69.014.357;3/10/2020;recaudo
1023464419;$ 37.757.594;4/10/2020;recaudo
1023464420;$ 17.024.415;5/10/2020;recaudo
1023464421;$ 43.515.969;6/10/2020;recaudo
1023464422;$ 23.037.275;7/10/2020;recaudo
1023464423;$ 66.701.622;8/10/2020;recaudo
1023464424;$ 66.308.615;9/10/2020;recaudo
1023464425;$ 1.417.805;10/10/2020;recaudo
1023464426;$ 19.936.366;11/10/2020;recaudo
1023464427;$ 63.359.556;12/10/2020;recaudo
1023464428;$ 8.360.944;13/10/2020;recaudo
1023464429;$ 94.452.255;14/10/2020;recaudo
1023464430;$ 36.380.651;15/10/2020;recaudo
1023464431;$ 55.336.030;16/10/2020;recaudo
1023464432;$ 11.246.158;17/10/2020;recaudo
1023464433;$ 1.609.285;18/10/2020;recaudo
1023464434;$ 81.510.105;19/10/2020;recaudo
1023464435;$ 49.487.428;20/10/2020;recaudo
1023464436;$ 17.696.189;21/10/2020;recaudo
1023464437;$ 96.597.938;22/10/2020;recaudo
1023464438;$ 52.955.360;1/10/2020;recaudo
1023464439;$ 53.405.167;2/10/2020;recaudo
1023464440;$ 5.675.496;3/10/2020;recaudo
1023464441;$ 70.813.682;4/10/2020;recaudo
1023464442;$ 25.088.138;5/10/2020;recaudo
1023464443;$ 652.928;6/10/2020;recaudo
1023464444;$ 75.519.154;7/10/2020;recaudo
1023464445;$ 37.969.370;8/10/2020;recaudo
1023464446;$ 35.601.176;9/10/2020;recaudo
1023464447;$ 50.091.858;10/10/2020;recaudo
1023464448;$ 71.593.245;11/10/2020;recaudo
1023464449;$ 32.802.960;12/10/2020;recaudo
1023464450;$ 48.982.389;13/10/2020;recaudo
1023464451;$ 14.391.653;14/10/2020;recaudo
1023464452;$ 75.259.330;15/10/2020;recaudo
1023464453;$ 1.203.021;16/10/2020;recaudo
1023464454;$ 83.667.298;17/10/2020;recaudo
1023464455;$ 16.418.037;18/10/2020;recaudo
1023464456;$ 22.228.226;19/10/2020;recaudo
1023464457;$ 50.625.049;20/10/2020;recaudo
1023464458;$ 51.697.012;21/10/2020;recaudo
1023464459;$ 22.459.064;22/10/2020;recaudo
1023464460;$ 66.717.075;23/10/2020;recaudo
1023464461;$ 78.732.854;24/10/2020;recaudo
1023464462;$ 61.395.602;25/10/2020;recaudo
1023464463;$ 94.429.284;26/10/2020;recaudo
1023464464;$ 84.201.829;27/10/2020;recaudo
1023464465;$ 14.974.226;28/10/2020;recaudo
1023464466;$ 37.792.485;29/10/2020;recaudo
1023464467;$ 73.905.757;1/10/2020;recaudo
1023464468;$ 55.508.999;2/10/2020;recaudo
1023464469;$ 84.393.263;3/10/2020;recaudo
1023464470;$ 28.779.698;4/10/2020;recaudo
1023464471;$ 94.843.336;5/10/2020;recaudo
1023464472;$ 1.414.370;6/10/2020;recaudo
1023464473;$ 19.182.182;7/10/2020;recaudo
1023464474;$ 26.314.204;8/10/2020;recaudo
1023464475;$ 62.869.284;9/10/2020;recaudo
1023464476;$ 28.691.921;10/10/2020;recaudo
1023464477;$ 91.548.986;11/10/2020;recaudo
1023464478;$ 26.090.902;12/10/2020;recaudo
1023464479;$ 78.540.586;13/10/2020;recaudo
1023464480;$ 94.469.088;14/10/2020;recaudo
1023464481;$ 29.040.321;15/10/2020;recaudo
1023464482;$ 65.412.241;16/10/2020;recaudo
1023464483;$ 30.234.459;17/10/2020;recaudo
1023464484;$ 58.695.614;18/10/2020;recaudo
1023464485;$ 13.094.813;19/10/2020;recaudo
1023464486;$ 64.748.751;20/10/2020;recaudo
1023464487;$ 4.080.213;21/10/2020;recaudo
1023464488;$ 79.856.726;22/10/2020;recaudo
1023464489;$ 85.856.259;23/10/2020;recaudo
1023464490;$ 34.907.883;24/10/2020;recaudo
1023464491;$ 37.790.992;25/10/2020;recaudo
1023464492;$ 84.206.129;26/10/2020;recaudo
1023464493;$ 92.368.168;27/10/2020;recaudo
1023464494;$ 29.096.217;28/10/2020;recaudo
1023464495;$ 69.729.135;29/10/2020;recaudo
1023464496;$ 84.832.416;1/10/2020;recaudo
1023464497;$ 50.802.277;2/10/2020;recaudo
1023464498;$ 17.560.489;3/10/2020;recaudo
1023464499;$ 61.548.816;4/10/2020;recaudo
1023464500;$ 71.744.540;5/10/2020;recaudo
1023464501;$ 92.822.994;6/10/2020;recaudo
1023464502;$ 76.704.613;7/10/2020;recaudo
1023464503;$ 46.608.709;8/10/2020;recaudo
1023464504;$ 72.468.439;9/10/2020;recaudo
1023464505;$ 16.790.535;10/10/2020;recaudo
1023464506;$ 16.625.798;11/10/2020;recaudo
1023464507;$ 90.294.411;12/10/2020;recaudo
1023464508;$ 64.524.263;13/10/2020;recaudo
1023464509;$ 98.546.770;14/10/2020;recaudo
1023464510;$ 67.120.885;15/10/2020;recaudo
1023464511;$ 86.173.216;16/10/2020;recaudo
1023464512;$ 8.856.061;17/10/2020;recaudo
1023464513;$ 69.426.845;18/10/2020;recaudo
1023464514;$ 2.355.910;19/10/2020;recaudo
1023464515;$ 9.964.757;20/10/2020;recaudo
1023464516;$ 93.362.938;21/10/2020;recaudo
1023464517;$ 74.357.386;22/10/2020;recaudo
1023464518;$ 31.812.533;23/10/2020;recaudo
1023464519;$ 57.951.727;24/10/2020;recaudo
1023464520;$ 69.958.204;25/10/2020;recaudo
1023464521;$ 84.860.504;26/10/2020;recaudo
1023464522;$ 52.313.705;27/10/2020;recaudo
1023464523;$ 35.536.292;28/10/2020;recaudo
1023464524;$ 73.084.663;29/10/2020;recaudo
1023464525;$ 72.314.361;1/10/2020;recaudo
1023464526;$ 21.439.831;2/10/2020;recaudo
1023464527;$ 93.201.730;3/10/2020;recaudo
1023464528;$ 30.960.713;4/10/2020;recaudo
1023464529;$ 44.846.397;5/10/2020;recaudo
1023464530;$ 91.335.594;6/10/2020;recaudo
1023464531;$ 58.945.823;7/10/2020;recaudo
1023464532;$ 86.622.155;8/10/2020;recaudo
1023464533;$ 37.089.694;9/10/2020;recaudo
1023464534;$ 31.863.773;10/10/2020;recaudo
1023464535;$ 963.416;11/10/2020;recaudo
1023464536;$ 5.516.140;12/10/2020;recaudo
1023464537;$ 52.634.906;13/10/2020;recaudo
1023464538;$ 23.231.869;14/10/2020;recaudo
1023464539;$ 74.340.511;15/10/2020;recaudo
1023464540;$ 18.793.417;16/10/2020;recaudo
1023464541;$ 98.475.435;17/10/2020;recaudo
1023464542;$ 79.163.089;18/10/2020;recaudo
1023464543;$ 53.454.284;19/10/2020;recaudo
1023464544;$ 2.418.500;20/10/2020;recaudo
1023464545;$ 37.571.156;21/10/2020;recaudo
1023464546;$ 86.145.800;22/10/2020;recaudo
1023464547;$ 43.031.390;23/10/2020;recaudo
1023464548;$ 48.549.429;1/10/2020;recaudo
1023464549;$ 59.926.404;2/10/2020;recaudo
1023464550;$ 22.981.490;3/10/2020;recaudo
1023464551;$ 91.164.005;4/10/2020;recaudo
1023464552;$ 82.098.377;5/10/2020;recaudo
1023464553;$ 58.961.473;6/10/2020;recaudo
1023464554;$ 53.284.032;7/10/2020;recaudo
1023464555;$ 36.385.325;8/10/2020;recaudo
1023464556;$ 98.481.379;9/10/2020;recaudo
1023464557;$ 79.566.154;10/10/2020;recaudo
1023464558;$ 46.819.545;11/10/2020;recaudo
1023464559;$ 44.463.330;12/10/2020;recaudo
1023464560;$ 28.779.993;13/10/2020;recaudo
1023464561;$ 31.499.499;14/10/2020;recaudo
1023464562;$ 88.484.341;15/10/2020;recaudo
1023464563;$ 98.078.736;16/10/2020;recaudo
1023464564;$ 48.192.456;17/10/2020;recaudo
1023464565;$ 21.259.993;18/10/2020;recaudo
1023464566;$ 83.242.543;19/10/2020;recaudo
1023464567;$ 81.648.002;20/10/2020;recaudo
1023464568;$ 22.298.100;21/10/2020;recaudo
1023464569;$ 51.820.909;22/10/2020;recaudo
1023464570;$ 62.383.433;1/10/2020;recaudo
1023464571;$ 33.601.493;2/10/2020;recaudo
1023464572;$ 30.796.272;3/10/2020;recaudo
1023464573;$ 94.182.739;4/10/2020;recaudo
1023464574;$ 95.730.820;5/10/2020;recaudo
1023464575;$ 87.673.814;6/10/2020;recaudo
1023464576;$ 35.142.675;7/10/2020;recaudo
1023464577;$ 37.317.204;8/10/2020;recaudo
1023464578;$ 55.893.048;9/10/2020;recaudo
1023464579;$ 36.712.839;10/10/2020;recaudo
1023464580;$ 33.353.796;11/10/2020;recaudo
1023464581;$ 58.671.851;12/10/2020;recaudo
1023464582;$ 42.187.135;13/10/2020;recaudo
1023464583;$ 39.787.116;14/10/2020;recaudo
1023464584;$ 35.129.216;15/10/2020;recaudo
1023464585;$ 37.248.560;16/10/2020;recaudo
1023464586;$ 96.896.257;17/10/2020;recaudo
1023464587;$ 56.722.497;18/10/2020;recaudo
1023464588;$ 39.843.747;19/10/2020;recaudo
1023464589;$ 65.606.124;20/10/2020;recaudo
1023464590;$ 87.397.210;21/10/2020;recaudo
1023464591;$ 73.935.977;22/10/2020;recaudo
1023464592;$ 66.154.227;1/10/2020;recaudo
1023464593;$ 75.661.606;2/10/2020;recaudo
1023464594;$ 22.695.501;3/10/2020;recaudo
1023464595;$ 85.883.460;4/10/2020;recaudo
1023464596;$ 63.115.707;5/10/2020;recaudo
1023464597;$ 51.231.387;6/10/2020;recaudo
1023464598;$ 29.028.165;7/10/2020;recaudo
1023464599;$ 79.598.811;8/10/2020;recaudo
1023464600;$ 56.066.594;9/10/2020;recaudo
1023464601;$ 68.433.212;10/10/2020;recaudo
1023464602;$ 89.545.989;11/10/2020;recaudo
1023464603;$ 39.728.777;12/10/2020;recaudo
1023464604;$ 38.693.351;13/10/2020;recaudo
1023464605;$ 12.590.124;14/10/2020;recaudo
1023464606;$ 53.818.010;15/10/2020;recaudo
1023464607;$ 47.778.630;16/10/2020;recaudo
1023464608;$ 91.835.017;17/10/2020;recaudo
1023464609;$ 43.272.822;18/10/2020;recaudo
1023464610;$ 7.535.130;19/10/2020;recaudo
1023464611;$ 48.619.803;20/10/2020;recaudo
1023464612;$ 81.556.855;21/10/2020;recaudo
1023464613;$ 49.922.208;22/10/2020;recaudo
1023464614;$ 56.101.989;1/10/2020;recaudo
1023464615;$ 22.513.541;2/10/2020;recaudo
1023464616;$ 26.597.383;3/10/2020;recaudo
1023464617;$ 44.608.599;4/10/2020;recaudo
1023464618;$ 99.586.666;5/10/2020;recaudo
1023464619;$ 53.396.042;6/10/2020;recaudo
1023464620;$ 96.225.786;7/10/2020;recaudo
1023464621;$ 19.481.093;8/10/2020;recaudo
1023464622;$ 81.095.910;9/10/2020;recaudo
1023464623;$ 91.904.627;10/10/2020;recaudo
1023464624;$ 20.408.111;11/10/2020;recaudo
1023464625;$ 94.187.269;12/10/2020;recaudo
1023464626;$ 80.670.568;13/10/2020;recaudo
1023464627;$ 6.308.793;14/10/2020;recaudo
1023464628;$ 7.252.111;15/10/2020;recaudo
1023464629;$ 99.935.963;16/10/2020;recaudo
1023464630;$ 93.675.317;17/10/2020;recaudo
1023464631;$ 99.939.809;18/10/2020;recaudo
1023464632;$ 45.781.076;19/10/2020;recaudo
1023464633;$ 50.121.236;20/10/2020;recaudo
1023464634;$ 76.389.497;21/10/2020;recaudo
1023464635;$ 91.569.664;22/10/2020;recaudo
1023464636;$ 87.977.131;23/10/2020;recaudo
1023464637;$ 30.982.864;24/10/2020;recaudo
1023464638;$ 3.813.340;25/10/2020;recaudo
1023464639;$ 38.754.770;26/10/2020;recaudo
1023464640;$ 80.719.475;27/10/2020;recaudo
1023464641;$ 65.593.307;28/10/2020;recaudo
1023464642;$ 20.571.656;29/10/2020;recaudo
1023464643;$ 11.808.469;1/10/2020;recaudo
1023464644;$ 57.376.922;2/10/2020;recaudo
1023464645;$ 60.969.778;3/10/2020;recaudo
1023464646;$ 3.419.411;4/10/2020;recaudo
1023464647;$ 39.084.515;5/10/2020;recaudo
1023464648;$ 21.384.640;6/10/2020;recaudo
1023464649;$ 23.780.786;7/10/2020;recaudo
1023464650;$ 44.403.848;8/10/2020;recaudo
1023464651;$ 87.010.007;9/10/2020;recaudo
1023464652;$ 29.063.527;10/10/2020;recaudo
1023464653;$ 61.933.041;11/10/2020;recaudo
1023464654;$ 38.918.610;12/10/2020;recaudo
1023464655;$ 51.481.006;13/10/2020;recaudo
1023464656;$ 11.104.801;14/10/2020;recaudo
1023464657;$ 73.990.106;15/10/2020;recaudo
1023464658;$ 95.183.925;16/10/2020;recaudo
1023464659;$ 73.172.387;17/10/2020;recaudo
1023464660;$ 97.353.659;18/10/2020;recaudo
1023464661;$ 31.919.491;19/10/2020;recaudo
1023464662;$ 89.977.879;20/10/2020;recaudo
1023464663;$ 17.187.506;21/10/2020;recaudo
1023464664;$ 42.925.649;22/10/2020;recaudo
1023464665;$ 37.517.488;23/10/2020;recaudo
1023464666;$ 11.324.759;24/10/2020;recaudo
1023464667;$ 34.954.777;25/10/2020;recaudo
1023464668;$ 54.264.111;26/10/2020;recaudo
1023464669;$ 99.126.813;27/10/2020;recaudo
1023464670;$ 85.159.631;28/10/2020;recaudo
1023464671;$ 21.282.548;29/10/2020;recaudo
1023464672;$ 10.627.313;1/10/2020;recaudo
